,Datum,Wijken en buurten,Soort misdrijf,Perioden,Geregistreerde misdrijven (aantal)
1300,2016-08-31,Rotterdam (Gemeente),1.4.6 Straatroof,2016 augustus,71.0
1301,2016-12-31,Rotterdam (Gemeente),1.4.6 Straatroof,2016 december,47.0
1302,2016-01-31,Rotterdam (Gemeente),1.4.6 Straatroof,2016 januari,72.0
1303,2016-07-31,Rotterdam (Gemeente),1.4.6 Straatroof,2016 juli,54.0
1304,2016-06-30,Rotterdam (Gemeente),1.4.6 Straatroof,2016 juni,52.0
1305,2016-03-31,Rotterdam (Gemeente),1.4.6 Straatroof,2016 maart,29.0
1306,2016-05-31,Rotterdam (Gemeente),1.4.6 Straatroof,2016 mei,52.0
1307,2016-11-30,Rotterdam (Gemeente),1.4.6 Straatroof,2016 november,61.0
1308,2016-10-31,Rotterdam (Gemeente),1.4.6 Straatroof,2016 oktober,45.0
1309,2016-09-30,Rotterdam (Gemeente),1.4.6 Straatroof,2016 september,50.0
1310,2017-04-30,Rotterdam (Gemeente),1.4.6 Straatroof,2017 april,49.0
1311,2017-08-31,Rotterdam (Gemeente),1.4.6 Straatroof,2017 augustus,40.0
1312,2017-12-31,Rotterdam (Gemeente),1.4.6 Straatroof,2017 december,55.0
1313,2017-02-28,Rotterdam (Gemeente),1.4.6 Straatroof,2017 februari,43.0
1314,2017-01-31,Rotterdam (Gemeente),1.4.6 Straatroof,2017 januari,58.0
1315,2017-07-31,Rotterdam (Gemeente),1.4.6 Straatroof,2017 juli,52.0
1316,2017-06-30,Rotterdam (Gemeente),1.4.6 Straatroof,2017 juni,51.0
1317,2017-03-31,Rotterdam (Gemeente),1.4.6 Straatroof,2017 maart,39.0
1318,2017-05-31,Rotterdam (Gemeente),1.4.6 Straatroof,2017 mei,44.0
1319,2017-11-30,Rotterdam (Gemeente),1.4.6 Straatroof,2017 november,49.0
1320,2017-10-31,Rotterdam (Gemeente),1.4.6 Straatroof,2017 oktober,48.0
1321,2017-09-30,Rotterdam (Gemeente),1.4.6 Straatroof,2017 september,42.0
1322,2018-04-30,Rotterdam (Gemeente),1.4.6 Straatroof,2018 april,47.0
1323,2018-08-31,Rotterdam (Gemeente),1.4.6 Straatroof,2018 augustus,28.0
1324,2018-12-31,Rotterdam (Gemeente),1.4.6 Straatroof,2018 december,45.0
1325,2018-02-28,Rotterdam (Gemeente),1.4.6 Straatroof,2018 februari,26.0
1326,2018-01-31,Rotterdam (Gemeente),1.4.6 Straatroof,2018 januari ,43.0
1327,2018-07-31,Rotterdam (Gemeente),1.4.6 Straatroof,2018 juli,45.0
1328,2018-06-30,Rotterdam (Gemeente),1.4.6 Straatroof,2018 juni,38.0
1329,2018-03-31,Rotterdam (Gemeente),1.4.6 Straatroof,2018 maart,50.0
1330,2018-05-31,Rotterdam (Gemeente),1.4.6 Straatroof,2018 mei,51.0
1331,2018-11-30,Rotterdam (Gemeente),1.4.6 Straatroof,2018 november,45.0
1332,2018-10-31,Rotterdam (Gemeente),1.4.6 Straatroof,2018 oktober,58.0
1333,2018-09-30,Rotterdam (Gemeente),1.4.6 Straatroof,2018 september,34.0
1334,2019-04-30,Rotterdam (Gemeente),1.4.6 Straatroof,2019 april,30.0
1335,2019-08-31,Rotterdam (Gemeente),1.4.6 Straatroof,2019 augustus,38.0
1336,2019-12-31,Rotterdam (Gemeente),1.4.6 Straatroof,2019 december,40.0
1337,2019-02-28,Rotterdam (Gemeente),1.4.6 Straatroof,2019 februari,34.0
1338,2019-01-31,Rotterdam (Gemeente),1.4.6 Straatroof,2019 januari,49.0
1339,2019-07-31,Rotterdam (Gemeente),1.4.6 Straatroof,2019 juli,46.0
1340,2019-06-30,Rotterdam (Gemeente),1.4.6 Straatroof,2019 juni,31.0
1341,2019-03-31,Rotterdam (Gemeente),1.4.6 Straatroof,2019 maart,30.0
1342,2019-05-31,Rotterdam (Gemeente),1.4.6 Straatroof,2019 mei,39.0
1343,2019-11-30,Rotterdam (Gemeente),1.4.6 Straatroof,2019 november,43.0
1344,2019-10-31,Rotterdam (Gemeente),1.4.6 Straatroof,2019 oktober,36.0
1345,2019-09-30,Rotterdam (Gemeente),1.4.6 Straatroof,2019 september,37.0
1346,2020-04-30,Rotterdam (Gemeente),1.4.6 Straatroof,2020 april,26.0
1347,2020-08-31,Rotterdam (Gemeente),1.4.6 Straatroof,2020 augustus,27.0
1348,2020-12-31,Rotterdam (Gemeente),1.4.6 Straatroof,2020 december,28.0
1349,2020-02-29,Rotterdam (Gemeente),1.4.6 Straatroof,2020 februari,34.0
1350,2020-01-31,Rotterdam (Gemeente),1.4.6 Straatroof,2020 januari,46.0
1351,2020-07-31,Rotterdam (Gemeente),1.4.6 Straatroof,2020 juli,27.0
1352,2020-06-30,Rotterdam (Gemeente),1.4.6 Straatroof,2020 juni,32.0
1353,2020-03-31,Rotterdam (Gemeente),1.4.6 Straatroof,2020 maart,32.0
1354,2020-05-31,Rotterdam (Gemeente),1.4.6 Straatroof,2020 mei,32.0
1355,2020-11-30,Rotterdam (Gemeente),1.4.6 Straatroof,2020 november,28.0
1356,2020-10-31,Rotterdam (Gemeente),1.4.6 Straatroof,2020 oktober,19.0
1357,2020-09-30,Rotterdam (Gemeente),1.4.6 Straatroof,2020 september,22.0
1358,2021-04-30,Rotterdam (Gemeente),1.4.6 Straatroof,2021 april,20.0
1359,2021-08-31,Rotterdam (Gemeente),1.4.6 Straatroof,2021 augustus,25.0
1360,2021-12-31,Rotterdam (Gemeente),1.4.6 Straatroof,2021 december,28.0
1361,2021-02-28,Rotterdam (Gemeente),1.4.6 Straatroof,2021 februari,14.0
1362,2021-01-31,Rotterdam (Gemeente),1.4.6 Straatroof,2021 januari,14.0
1363,2021-07-31,Rotterdam (Gemeente),1.4.6 Straatroof,2021 juli,31.0
1364,2021-06-30,Rotterdam (Gemeente),1.4.6 Straatroof,2021 juni,29.0
1365,2021-03-31,Rotterdam (Gemeente),1.4.6 Straatroof,2021 maart,22.0
1366,2021-05-31,Rotterdam (Gemeente),1.4.6 Straatroof,2021 mei,16.0
1367,2021-11-30,Rotterdam (Gemeente),1.4.6 Straatroof,2021 november,20.0
1368,2021-10-31,Rotterdam (Gemeente),1.4.6 Straatroof,2021 oktober,22.0
1369,2021-09-30,Rotterdam (Gemeente),1.4.6 Straatroof,2021 september,23.0
1370,2022-01-31,Rotterdam (Gemeente),1.4.6 Straatroof,2022  januari,22.0
1371,2022-04-30,Rotterdam (Gemeente),1.4.6 Straatroof,2022 april,15.0
1372,2022-02-28,Rotterdam (Gemeente),1.4.6 Straatroof,2022 februari,21.0
1373,2022-03-31,Rotterdam (Gemeente),1.4.6 Straatroof,2022 maart,20.0
1374,2022-05-31,Rotterdam (Gemeente),1.4.6 Straatroof,2022 mei,25.0
2750,2012-04-30,Rotterdam (Gemeente),Geluidshinder overig,2012 april,402.0
2751,2012-08-31,Rotterdam (Gemeente),Geluidshinder overig,2012 augustus,608.0
2752,2012-12-31,Rotterdam (Gemeente),Geluidshinder overig,2012 december,485.0
2753,2012-02-29,Rotterdam (Gemeente),Geluidshinder overig,2012 februari,391.0
2754,2012-01-31,Rotterdam (Gemeente),Geluidshinder overig,2012 januari,381.0
2755,2012-07-31,Rotterdam (Gemeente),Geluidshinder overig,2012 juli,592.0
2756,2012-06-30,Rotterdam (Gemeente),Geluidshinder overig,2012 juni,502.0
2757,2012-03-31,Rotterdam (Gemeente),Geluidshinder overig,2012 maart,475.0
2758,2012-05-31,Rotterdam (Gemeente),Geluidshinder overig,2012 mei,576.0
2759,2012-11-30,Rotterdam (Gemeente),Geluidshinder overig,2012 november,411.0
2760,2012-10-31,Rotterdam (Gemeente),Geluidshinder overig,2012 oktober,432.0
2761,2012-09-30,Rotterdam (Gemeente),Geluidshinder overig,2012 september,523.0
2762,2013-04-30,Rotterdam (Gemeente),Geluidshinder overig,2013 april,519.0
2763,2013-08-31,Rotterdam (Gemeente),Geluidshinder overig,2013 augustus,717.0
2764,2013-12-31,Rotterdam (Gemeente),Geluidshinder overig,2013 december,525.0
2765,2013-02-28,Rotterdam (Gemeente),Geluidshinder overig,2013 februari,412.0
2766,2013-01-31,Rotterdam (Gemeente),Geluidshinder overig,2013 januari,457.0
2767,2013-07-31,Rotterdam (Gemeente),Geluidshinder overig,2013 juli,786.0
2768,2013-06-30,Rotterdam (Gemeente),Geluidshinder overig,2013 juni,583.0
2769,2013-03-31,Rotterdam (Gemeente),Geluidshinder overig,2013 maart,463.0
2770,2013-05-31,Rotterdam (Gemeente),Geluidshinder overig,2013 mei,512.0
2771,2013-11-30,Rotterdam (Gemeente),Geluidshinder overig,2013 november,480.0
2772,2013-10-31,Rotterdam (Gemeente),Geluidshinder overig,2013 oktober,441.0
2773,2013-09-30,Rotterdam (Gemeente),Geluidshinder overig,2013 september,548.0
2774,2014-02-28,Rotterdam (Gemeente),Geluidshinder overig,2014  februari,449.0
2775,2014-04-30,Rotterdam (Gemeente),Geluidshinder overig,2014 april,456.0
2776,2014-08-31,Rotterdam (Gemeente),Geluidshinder overig,2014 augustus,622.0
2777,2014-12-31,Rotterdam (Gemeente),Geluidshinder overig,2014 december,486.0
2778,2014-01-31,Rotterdam (Gemeente),Geluidshinder overig,2014 januari,470.0
2779,2014-07-31,Rotterdam (Gemeente),Geluidshinder overig,2014 juli,672.0
2780,2014-06-30,Rotterdam (Gemeente),Geluidshinder overig,2014 juni,596.0
2781,2014-03-31,Rotterdam (Gemeente),Geluidshinder overig,2014 maart,468.0
2782,2014-05-31,Rotterdam (Gemeente),Geluidshinder overig,2014 mei,594.0
2783,2014-11-30,Rotterdam (Gemeente),Geluidshinder overig,2014 november,520.0
2784,2014-10-31,Rotterdam (Gemeente),Geluidshinder overig,2014 oktober,512.0
2785,2014-09-30,Rotterdam (Gemeente),Geluidshinder overig,2014 september ,617.0
2786,2015-02-28,Rotterdam (Gemeente),Geluidshinder overig,2015  februari,427.0
2787,2015-04-30,Rotterdam (Gemeente),Geluidshinder overig,2015 april,484.0
2788,2015-08-31,Rotterdam (Gemeente),Geluidshinder overig,2015 augustus,584.0
2789,2015-12-31,Rotterdam (Gemeente),Geluidshinder overig,2015 december,428.0
2790,2015-01-31,Rotterdam (Gemeente),Geluidshinder overig,2015 januari,460.0
2791,2015-07-31,Rotterdam (Gemeente),Geluidshinder overig,2015 juli,674.0
2792,2015-06-30,Rotterdam (Gemeente),Geluidshinder overig,2015 juni,565.0
2793,2015-03-31,Rotterdam (Gemeente),Geluidshinder overig,2015 maart,429.0
2794,2015-05-31,Rotterdam (Gemeente),Geluidshinder overig,2015 mei,609.0
2795,2015-11-30,Rotterdam (Gemeente),Geluidshinder overig,2015 november,409.0
2796,2015-10-31,Rotterdam (Gemeente),Geluidshinder overig,2015 oktober,520.0
2797,2015-09-30,Rotterdam (Gemeente),Geluidshinder overig,2015 september,459.0
2798,2016-02-29,Rotterdam (Gemeente),Geluidshinder overig,2016  februari,403.0
2799,2016-04-30,Rotterdam (Gemeente),Geluidshinder overig,2016 april,517.0
2800,2016-08-31,Rotterdam (Gemeente),Geluidshinder overig,2016 augustus,560.0
2801,2016-12-31,Rotterdam (Gemeente),Geluidshinder overig,2016 december,403.0
2802,2016-01-31,Rotterdam (Gemeente),Geluidshinder overig,2016 januari,467.0
2803,2016-07-31,Rotterdam (Gemeente),Geluidshinder overig,2016 juli,621.0
2804,2016-06-30,Rotterdam (Gemeente),Geluidshinder overig,2016 juni,597.0
2805,2016-03-31,Rotterdam (Gemeente),Geluidshinder overig,2016 maart,439.0
2806,2016-05-31,Rotterdam (Gemeente),Geluidshinder overig,2016 mei,542.0
2807,2016-11-30,Rotterdam (Gemeente),Geluidshinder overig,2016 november,379.0
2808,2016-10-31,Rotterdam (Gemeente),Geluidshinder overig,2016 oktober,428.0
2809,2016-09-30,Rotterdam (Gemeente),Geluidshinder overig,2016 september,525.0
2810,2017-04-30,Rotterdam (Gemeente),Geluidshinder overig,2017 april,451.0
2811,2017-08-31,Rotterdam (Gemeente),Geluidshinder overig,2017 augustus,472.0
2812,2017-12-31,Rotterdam (Gemeente),Geluidshinder overig,2017 december,406.0
2813,2017-02-28,Rotterdam (Gemeente),Geluidshinder overig,2017 februari,396.0
2814,2017-01-31,Rotterdam (Gemeente),Geluidshinder overig,2017 januari,444.0
2815,2017-07-31,Rotterdam (Gemeente),Geluidshinder overig,2017 juli,472.0
2816,2017-06-30,Rotterdam (Gemeente),Geluidshinder overig,2017 juni,537.0
2817,2017-03-31,Rotterdam (Gemeente),Geluidshinder overig,2017 maart,441.0
2818,2017-05-31,Rotterdam (Gemeente),Geluidshinder overig,2017 mei,501.0
2819,2017-11-30,Rotterdam (Gemeente),Geluidshinder overig,2017 november,443.0
2820,2017-10-31,Rotterdam (Gemeente),Geluidshinder overig,2017 oktober,470.0
2821,2017-09-30,Rotterdam (Gemeente),Geluidshinder overig,2017 september,462.0
2822,2018-04-30,Rotterdam (Gemeente),Geluidshinder overig,2018 april,446.0
2823,2018-08-31,Rotterdam (Gemeente),Geluidshinder overig,2018 augustus,515.0
2824,2018-12-31,Rotterdam (Gemeente),Geluidshinder overig,2018 december,486.0
2825,2018-02-28,Rotterdam (Gemeente),Geluidshinder overig,2018 februari,382.0
2826,2018-01-31,Rotterdam (Gemeente),Geluidshinder overig,2018 januari ,454.0
2827,2018-07-31,Rotterdam (Gemeente),Geluidshinder overig,2018 juli,652.0
2828,2018-06-30,Rotterdam (Gemeente),Geluidshinder overig,2018 juni,509.0
2829,2018-03-31,Rotterdam (Gemeente),Geluidshinder overig,2018 maart,452.0
2830,2018-05-31,Rotterdam (Gemeente),Geluidshinder overig,2018 mei,471.0
2831,2018-11-30,Rotterdam (Gemeente),Geluidshinder overig,2018 november,378.0
2832,2018-10-31,Rotterdam (Gemeente),Geluidshinder overig,2018 oktober,432.0
2833,2018-09-30,Rotterdam (Gemeente),Geluidshinder overig,2018 september,454.0
2834,2019-04-30,Rotterdam (Gemeente),Geluidshinder overig,2019 april,488.0
2835,2019-08-31,Rotterdam (Gemeente),Geluidshinder overig,2019 augustus,499.0
2836,2019-12-31,Rotterdam (Gemeente),Geluidshinder overig,2019 december,496.0
2837,2019-02-28,Rotterdam (Gemeente),Geluidshinder overig,2019 februari,406.0
2838,2019-01-31,Rotterdam (Gemeente),Geluidshinder overig,2019 januari,419.0
2839,2019-07-31,Rotterdam (Gemeente),Geluidshinder overig,2019 juli,542.0
2840,2019-06-30,Rotterdam (Gemeente),Geluidshinder overig,2019 juni,502.0
2841,2019-03-31,Rotterdam (Gemeente),Geluidshinder overig,2019 maart,411.0
2842,2019-05-31,Rotterdam (Gemeente),Geluidshinder overig,2019 mei,491.0
2843,2019-11-30,Rotterdam (Gemeente),Geluidshinder overig,2019 november,451.0
2844,2019-10-31,Rotterdam (Gemeente),Geluidshinder overig,2019 oktober,437.0
2845,2019-09-30,Rotterdam (Gemeente),Geluidshinder overig,2019 september,469.0
2846,2020-04-30,Rotterdam (Gemeente),Geluidshinder overig,2020 april,943.0
2847,2020-08-31,Rotterdam (Gemeente),Geluidshinder overig,2020 augustus,1021.0
2848,2020-12-31,Rotterdam (Gemeente),Geluidshinder overig,2020 december,867.0
2849,2020-02-29,Rotterdam (Gemeente),Geluidshinder overig,2020 februari,417.0
2850,2020-01-31,Rotterdam (Gemeente),Geluidshinder overig,2020 januari,527.0
2851,2020-07-31,Rotterdam (Gemeente),Geluidshinder overig,2020 juli,1065.0
2852,2020-06-30,Rotterdam (Gemeente),Geluidshinder overig,2020 juni,944.0
2853,2020-03-31,Rotterdam (Gemeente),Geluidshinder overig,2020 maart,711.0
2854,2020-05-31,Rotterdam (Gemeente),Geluidshinder overig,2020 mei,988.0
2855,2020-11-30,Rotterdam (Gemeente),Geluidshinder overig,2020 november,835.0
2856,2020-10-31,Rotterdam (Gemeente),Geluidshinder overig,2020 oktober,836.0
2857,2020-09-30,Rotterdam (Gemeente),Geluidshinder overig,2020 september,802.0
2858,2021-11-30,Rotterdam (Gemeente),Geluidshinder overig,2021  november,697.0
2859,2021-04-30,Rotterdam (Gemeente),Geluidshinder overig,2021 april,901.0
2860,2021-08-31,Rotterdam (Gemeente),Geluidshinder overig,2021 augustus,835.0
2861,2021-12-31,Rotterdam (Gemeente),Geluidshinder overig,2021 december,818.0
2862,2021-02-28,Rotterdam (Gemeente),Geluidshinder overig,2021 februari,895.0
2863,2021-01-31,Rotterdam (Gemeente),Geluidshinder overig,2021 januari,946.0
2864,2021-07-31,Rotterdam (Gemeente),Geluidshinder overig,2021 juli,882.0
2865,2021-06-30,Rotterdam (Gemeente),Geluidshinder overig,2021 juni,934.0
2866,2021-03-31,Rotterdam (Gemeente),Geluidshinder overig,2021 maart,841.0
2867,2021-05-31,Rotterdam (Gemeente),Geluidshinder overig,2021 mei,1123.0
2868,2021-10-31,Rotterdam (Gemeente),Geluidshinder overig,2021 oktober,781.0
2869,2021-09-30,Rotterdam (Gemeente),Geluidshinder overig,2021 september,812.0
2870,2022-04-30,Rotterdam (Gemeente),Geluidshinder overig,2022 april,472.0
2871,2022-02-28,Rotterdam (Gemeente),Geluidshinder overig,2022 februari,690.0
2872,2022-01-31,Rotterdam (Gemeente),Geluidshinder overig,2022 januari,891.0
2873,2022-03-31,Rotterdam (Gemeente),Geluidshinder overig,2022 maart,574.0
2874,2022-05-31,Rotterdam (Gemeente),Geluidshinder overig,2022 mei,657.0
3625,2012-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 april,15.0
3626,2012-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 augustus,17.0
3627,2012-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 december,11.0
3628,2012-02-29,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 februari,13.0
3629,2012-01-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 januari,16.0
3630,2012-07-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 juli,8.0
3631,2012-06-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 juni,15.0
3632,2012-03-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 maart,12.0
3633,2012-05-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 mei,19.0
3634,2012-11-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 november,22.0
3635,2012-10-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 oktober,13.0
3636,2012-09-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2012 september,13.0
3637,2013-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 april,13.0
3638,2013-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 augustus,8.0
3639,2013-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 december,6.0
3640,2013-02-28,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 februari,14.0
3641,2013-01-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 januari,21.0
3642,2013-07-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 juli,10.0
3643,2013-06-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 juni,11.0
3644,2013-03-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 maart,9.0
3645,2013-05-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 mei,10.0
3646,2013-11-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 november,7.0
3647,2013-10-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 oktober,13.0
3648,2013-09-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2013 september,21.0
3649,2014-02-28,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014  februari,15.0
3650,2014-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 april,5.0
3651,2014-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 augustus,15.0
3652,2014-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 december,12.0
3653,2014-01-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 januari,15.0
3654,2014-07-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 juli,7.0
3655,2014-06-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 juni,12.0
3656,2014-03-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 maart,26.0
3657,2014-05-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 mei,8.0
3658,2014-11-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 november,14.0
3659,2014-10-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 oktober,13.0
3660,2014-09-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2014 september ,7.0
3661,2015-02-28,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015  februari,6.0
3662,2015-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 april,14.0
3663,2015-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 augustus,12.0
3664,2015-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 december,25.0
3665,2015-01-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 januari,16.0
3666,2015-07-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 juli,8.0
3667,2015-06-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 juni,13.0
3668,2015-03-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 maart,16.0
3669,2015-05-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 mei,17.0
3670,2015-11-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 november,20.0
3671,2015-10-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 oktober,10.0
3672,2015-09-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2015 september,11.0
3673,2016-02-29,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016  februari,20.0
3674,2016-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 april,12.0
3675,2016-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 augustus,8.0
3676,2016-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 december,8.0
3677,2016-01-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 januari,25.0
3678,2016-07-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 juli,6.0
3679,2016-06-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 juni,3.0
3680,2016-03-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 maart,11.0
3681,2016-05-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 mei,5.0
3682,2016-11-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 november,3.0
3683,2016-10-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 oktober,5.0
3684,2016-09-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2016 september,9.0
3685,2017-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 april,3.0
3686,2017-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 augustus,11.0
3687,2017-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 december,6.0
3688,2017-02-28,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 februari,9.0
3689,2017-01-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 januari,11.0
3690,2017-07-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 juli,9.0
3691,2017-06-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 juni,10.0
3692,2017-03-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 maart,9.0
3693,2017-05-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 mei,10.0
3694,2017-11-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 november,5.0
3695,2017-10-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 oktober,9.0
3696,2017-09-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2017 september,5.0
3697,2018-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 april,5.0
3698,2018-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 augustus,5.0
3699,2018-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 december,10.0
3700,2018-02-28,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 februari,8.0
3701,2018-01-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 januari ,6.0
3702,2018-07-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 juli,7.0
3703,2018-06-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 juni,7.0
3704,2018-03-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 maart,2.0
3705,2018-05-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 mei,9.0
3706,2018-11-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 november,2.0
3707,2018-10-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 oktober,6.0
3708,2018-09-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2018 september,9.0
3709,2019-04-30,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2019 april,7.0
3710,2019-08-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2019 augustus,8.0
3711,2019-12-31,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,2019 december,6.0
