,Wijken en buurten,Soort misdrijf,Maand,Teststat,Totaal gemiddelde,Percentage verschil,P
4426,Delfshaven (Gebied),Totaal registraties overlast,november,-1.303000232757602,6.763841205554219,-0.19264204956314257,0.01
4443,Delfshaven (Gebied),2.5.1 Diefstal/inbraak bedrijven enz.,april,0.09209293353265582,0.24730100586128376,0.37239207018960796,0.029
4464,Delfshaven (Gebied),Totaal misdrijven,januari,1.2361673390313932,16.45200322927683,0.07513780065588582,0.035
4471,Delfshaven (Gebied),Totaal misdrijven,augustus,-1.616382762378314,16.692970392191754,-0.09683014612752139,0.011
4491,Delfshaven (Gebied),2.5.2 Winkeldiefstal,april,0.15803359407651532,0.6965118604689395,0.2268928973730846,0.028
4512,Delfshaven (Gebied),1.1.1 Diefstal/inbraak woning,januari,0.3711538180536299,0.7536422516534522,0.4924801087509858,0.001
4590,Blijdorp,Melding overlast jeugd,juli,0.08932167378093886,0.10296539121191034,0.8674922003365995,0.0
4597,Blijdorp,Geluidshinder overig,februari,-0.08458282772103684,0.2663051538746756,-0.3176161876342878,0.024
4629,Blijdorp,2.2.1 Vernieling cq. zaakbeschadiging,oktober,0.05927782101308242,0.1374963725353047,0.4311227992422981,0.022
4637,Blijdorp,Overlast zwervers,juni,0.05794269928868716,0.08854739164662066,0.654369351950284,0.039
4662,Blijdorp,1.2.5 Diefstal af/uit/van ov. voertuigen,juli,0.029199734873184294,0.03238384283942567,0.901676030790117,0.019
4678,Blijdorp,1.2.1 Diefstal uit/vanaf motorvoertuigen,november,0.12566643059536398,0.3963807522761918,0.31703464377049695,0.035
4680,Blijdorp,"1.2.3 Diefstal van brom-, snor-, fietsen",januari,-0.19512682317235275,0.48838195513716226,-0.39953733163124605,0.006
4681,Blijdorp,"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.14283138070679788,0.4838524286243976,-0.29519616365855694,0.042
4685,Blijdorp,"1.2.3 Diefstal van brom-, snor-, fietsen",juni,0.16724719509710498,0.4569952291453195,0.3659714247124497,0.012
4688,Blijdorp,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.16121270728612225,0.45878729271387786,0.3513887804792848,0.039
4691,Blijdorp,"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.1546240724216253,0.4836563304861415,-0.3196982292492827,0.035
4693,Blijdorp,Overlast ivm alcohol/ drugs,februari,-0.031690267257564256,0.04900815721171671,-0.6466325008031082,0.036
4721,Blijdorp,Totaal registraties overlast,juni,0.1959653135020401,0.6497508863159394,0.30160068670803253,0.008
4722,Blijdorp,Totaal registraties overlast,juli,0.19668770707065178,0.6493059474950275,0.3029199221560466,0.014
4740,Blijdorp,2.5.1 Diefstal/inbraak bedrijven enz.,januari,0.027114198307286407,0.03446937940532354,0.7866169561236376,0.025
4761,Blijdorp,Totaal misdrijven,oktober,0.3460923886396634,2.192617288779692,0.1578444128898946,0.019
4802,Europoort,Totaal misdrijven,maart,0.08817367441988669,0.28719289449506935,0.30701899702257585,0.039
4808,Europoort,Totaal misdrijven,september,-0.08846217680477969,0.30179551013811307,-0.29311959201876814,0.044
4821,Rotterdam-Noord-West (Gebied),2.5.1 Diefstal/inbraak bedrijven enz.,oktober,0.050916611094586624,0.045857582453800436,1.1103204392835786,0.001
4837,Hoek van Holland (Gebied),Melding overlast jeugd,februari,-0.057580813698722484,0.13947905079718212,-0.4128276853737076,0.034
4852,Hoek van Holland (Gebied),Geluidshinder overig,mei,0.08393076589755853,0.1995129828618188,0.42067821699447183,0.016
4854,Hoek van Holland (Gebied),Geluidshinder overig,juli,0.07227139315642823,0.200347243151029,0.36073065952770533,0.041
4864,Hoek van Holland (Gebied),1.4.5 Mishandeling,mei,0.08738302630462502,0.07683984759566821,1.1372097816283429,0.001
4871,Hoek van Holland (Gebied),1.4.5 Mishandeling,december,-0.04960465727985194,0.08831433469920677,-0.5616829640261953,0.037
4910,Hoek van Holland (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",maart,-0.06651423922673587,0.17403760975066265,-0.3821831345651575,0.047
4912,Hoek van Holland (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",mei,0.07029461685353289,0.16235796570171937,0.43296068997733483,0.043
4915,Hoek van Holland (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",augustus,0.07791706638573528,0.16207313059370912,0.4807525226439948,0.027
4916,Hoek van Holland (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.08402526722511891,0.16166875599578615,0.5197372040600658,0.021
4920,Hoek van Holland (Gebied),Overlast ivm alcohol/ drugs,januari,-0.03634124633330271,0.04364035207884694,-0.8327441141547938,0.004
4924,Hoek van Holland (Gebied),Overlast ivm alcohol/ drugs,mei,0.03238078734483299,0.03752244329130523,0.8629711848305017,0.007
4933,Hoek van Holland (Gebied),Overlast door verward persoon,februari,-0.05605567032152127,0.12983870967741937,-0.431733113035319,0.047
4944,Hoek van Holland (Gebied),Totaal registraties overlast,januari,-0.13357991791811938,0.5720437413583056,-0.23351346804518258,0.044
4945,Hoek van Holland (Gebied),Totaal registraties overlast,februari,-0.194386319094328,0.5769280682239525,-0.33693337142139346,0.0
4948,Hoek van Holland (Gebied),Totaal registraties overlast,mei,0.1634041047333115,0.5447912385774378,0.2999389365364855,0.022
4950,Hoek van Holland (Gebied),Totaal registraties overlast,juli,0.16099612617127287,0.5442350650512977,0.2958209356762007,0.015
4951,Hoek van Holland (Gebied),Totaal registraties overlast,augustus,0.14744436340654365,0.5484062017988603,0.26885976657977695,0.048
4970,Hoek van Holland (Gebied),2.5.1 Diefstal/inbraak bedrijven enz.,maart,0.026025535745627024,0.03262549064733484,0.7977055740540424,0.047
4986,Hoek van Holland (Gebied),Totaal misdrijven,juli,0.4506537290940939,1.567141446160758,0.2875641699082889,0.029
4990,Hoek van Holland (Gebied),Totaal misdrijven,november,-0.3922906917030017,1.6358075472091038,-0.23981469725598203,0.045
5017,Hoek van Holland (Gebied),1.1.1 Diefstal/inbraak woning,februari,0.1010830937694119,0.07972747497219132,1.2678577090854732,0.0
5027,Hoek van Holland (Gebied),1.1.1 Diefstal/inbraak woning,december,0.05802139400582116,0.08391408986514658,0.6914380421579256,0.022
5040,Charlois (Gebied),Melding overlast jeugd,januari,-0.2735276831219163,0.8704357468889898,-0.31424224487508357,0.021
5045,Charlois (Gebied),Melding overlast jeugd,juni,0.34260070151546,0.8142992989839103,0.4207306845811609,0.001
5046,Charlois (Gebied),Melding overlast jeugd,juli,0.27562817842271065,0.8195458692471655,0.3363181839668139,0.012
5058,Charlois (Gebied),Geluidshinder overig,juli,0.5420385532065686,2.7546108292191103,0.19677500264537495,0.014
5077,Charlois (Gebied),1.4.5 Mishandeling,februari,-0.13460109597484457,1.1176955876900263,-0.12042733053373555,0.048
5082,Charlois (Gebied),1.4.5 Mishandeling,juli,0.16644367213342318,1.0916208439956094,0.1524738860099053,0.021
5084,Charlois (Gebied),1.4.5 Mishandeling,september,0.18883138819735037,1.09116861180265,0.17305427058188028,0.009
5088,Charlois (Gebied),2.2.1 Vernieling cq. zaakbeschadiging,januari,0.5253893910374309,1.5590688705385118,0.33698921257786285,0.0
5168,Charlois (Gebied),1.4.3 Openlijk geweld (persoon),september,0.047983369574025846,0.1286832970926408,0.3728795473703319,0.042
5181,Charlois (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,oktober,0.2306944631193797,1.4144668272032004,0.16309641108765183,0.043
5184,Charlois (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",januari,-0.5974532444230576,1.5069786991932295,-0.39645765712740855,0.0
5185,Charlois (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.4462350610292769,1.493529847979237,-0.2987788035391714,0.005
5192,Charlois (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.5856399446326526,1.4083803149431633,0.4158251421288053,0.001
5193,Charlois (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",oktober,0.37888188522226335,1.42434392122935,0.26600449482401034,0.026
5200,Charlois (Gebied),3.1.1 Drugshandel,mei,0.15848455624260158,0.4749465288013867,0.33368926106811636,0.013
5203,Charlois (Gebied),3.1.1 Drugshandel,augustus,-0.14177218570989428,0.49983670183892653,-0.2836370062228457,0.041
5205,Charlois (Gebied),3.1.1 Drugshandel,oktober,0.2293885531927801,0.47061144680721995,0.4874266334765678,0.003
5209,Charlois (Gebied),Openbare dronkenschap,februari,-0.07736371742211565,0.2610585836114203,-0.29634619307239385,0.033
5214,Charlois (Gebied),Openbare dronkenschap,juli,0.07331375081964818,0.24779535188706311,0.2958641082705302,0.037
5221,Charlois (Gebied),2.4.2 Huisvredebreuk,februari,0.02554774665453196,0.04498516870596957,0.567914879268681,0.047
5232,Charlois (Gebied),Overlast ivm alcohol/ drugs,januari,-0.22847085302855122,0.742645061745307,-0.30764474820800214,0.028
5233,Charlois (Gebied),Overlast ivm alcohol/ drugs,februari,-0.25979605766869396,0.7445680385613641,-0.3489218502726298,0.016
5258,Charlois (Gebied),1.2.4 Zakkenrollerij,maart,0.140625079347852,0.4214349413962973,0.33368158530456293,0.038
5263,Charlois (Gebied),1.2.4 Zakkenrollerij,augustus,-0.18028142919920814,0.4473338983350109,-0.4030131180986296,0.01
5269,Charlois (Gebied),1.1.2 Diefstal/inbraak box/garage/schuur,februari,0.17798431973209508,0.4912031887282165,0.3623435755637452,0.007
5271,Charlois (Gebied),1.1.2 Diefstal/inbraak box/garage/schuur,april,0.1650822964960321,0.49249346107972547,0.33519693060312195,0.022
5275,Charlois (Gebied),1.1.2 Diefstal/inbraak box/garage/schuur,augustus,-0.1739214137094498,0.5203308021439277,-0.3342516203016206,0.029
5285,Charlois (Gebied),1.4.7 Overval,juni,-0.04232373433784965,0.0726267646408799,-0.5827567088679951,0.018
5293,Charlois (Gebied),Totaal registraties overlast,februari,-1.0009848805872166,6.835205784204671,-0.14644546370503875,0.03
5297,Charlois (Gebied),Totaal registraties overlast,juni,1.079631522101124,6.64129759667282,0.16256334042943688,0.008
5298,Charlois (Gebied),Totaal registraties overlast,juli,1.1884275609096773,6.628449988218984,0.17929192541573347,0.01
5347,Charlois (Gebied),Totaal misdrijven,augustus,-1.4612909639420577,18.463962287043493,-0.07914286983609542,0.003
5351,Charlois (Gebied),Totaal misdrijven,december,-1.1453763727586492,18.45238246901206,-0.06207200477673447,0.021
5352,Charlois (Gebied),1.4.4 Bedreiging,januari,0.1569422710700225,0.7903532204182352,0.1985723180668164,0.006
5363,Charlois (Gebied),1.4.4 Bedreiging,december,-0.17958223160647152,0.8188889386887158,-0.21929986243804445,0.003
5364,Charlois (Gebied),2.5.2 Winkeldiefstal,januari,-0.21480012065924095,1.3770327731414769,-0.15598766046011325,0.043
5374,Charlois (Gebied),2.5.2 Winkeldiefstal,november,0.31750574458614256,1.3356336326302962,0.2377191894762869,0.006
5388,Charlois (Gebied),1.1.1 Diefstal/inbraak woning,januari,0.21150560424322457,0.8956951575459701,0.23613570137267303,0.038
5392,Charlois (Gebied),1.1.1 Diefstal/inbraak woning,mei,-0.2374842947466744,0.9387986058218322,-0.25296617748891803,0.015
5399,Charlois (Gebied),1.1.1 Diefstal/inbraak woning,december,0.20856606075367656,0.9026522708947636,0.2310591436799172,0.04
5400,Bloemhof,Melding overlast jeugd,januari,-0.07293374003262985,0.20714265166002738,-0.35209426667151233,0.042
5405,Bloemhof,Melding overlast jeugd,juni,0.12056628911030112,0.1900588548487556,0.6343629146152909,0.001
5406,Bloemhof,Melding overlast jeugd,juli,0.08953123578224867,0.1926821399803833,0.4646576781395706,0.014
5430,Bloemhof,1.4.5 Mishandeling,juli,0.06691279566073398,0.22927488762372356,0.29184528822253086,0.023
5431,Bloemhof,1.4.5 Mishandeling,augustus,0.07748207998486085,0.228969532918365,0.3383947156519105,0.014
5436,Bloemhof,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.0970349730531062,0.3061750330142414,0.3169264720830216,0.031
5493,Bloemhof,1.2.5 Diefstal af/uit/van ov. voertuigen,oktober,0.03330123508099036,0.03766650685449349,0.884107337312529,0.021
5496,Bloemhof,1.4.3 Openlijk geweld (persoon),januari,0.030455189300745665,0.0311283884118643,0.9783734672604494,0.029
5497,Bloemhof,1.4.3 Openlijk geweld (persoon),februari,0.026402351819481962,0.031479421579532804,0.8387178192831903,0.039
5513,Bloemhof,1.2.1 Diefstal uit/vanaf motorvoertuigen,juni,-0.07999544326257917,0.22174385058384538,-0.36075608433764184,0.043
5531,Bloemhof,"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.06382522433690398,0.17672845014335564,-0.3611485546618628,0.021
5553,Bloemhof,Openbare dronkenschap,oktober,0.03605249445071469,0.04781847329122077,0.7539449080933696,0.015
5562,Bloemhof,Overlast ivm alcohol/ drugs,juli,0.08717405960679138,0.21046409895322493,0.4141991914077734,0.017
5567,Bloemhof,Overlast ivm alcohol/ drugs,december,-0.09641914341580639,0.22575927759465036,-0.42708828821168743,0.01
5576,Bloemhof,Overlast door verward persoon,september,0.07191821238539814,0.22649921248363963,0.31752080546678685,0.034
5585,Bloemhof,Totaal registraties overlast,juni,0.24667131042871804,1.2240972226027456,0.20151284217787158,0.029
5586,Bloemhof,Totaal registraties overlast,juli,0.3172386085957798,1.2175065663179847,0.26056418698026484,0.003
5591,Bloemhof,Totaal registraties overlast,december,-0.3169528948212053,1.2705138165093666,-0.24946827866225618,0.002
5622,Bloemhof,3.1.3 Wapenhandel,juli,0.02890314012633831,0.02974788626662355,0.9716031541631571,0.02
5628,Bloemhof,Totaal misdrijven,januari,0.38459071727580085,2.9111237444999123,0.13211074177194337,0.005
5632,Bloemhof,Totaal misdrijven,mei,-0.34302013822020494,2.9775864808736605,-0.11520073066679115,0.017
5641,Bloemhof,1.4.4 Bedreiging,februari,-0.05018948021450803,0.18085836114200968,-0.27750710499416353,0.024
5655,Bloemhof,2.5.2 Winkeldiefstal,april,-0.02494024393261093,0.034031153023520014,-0.7328650873325959,0.032
5664,Bloemhof,1.1.1 Diefstal/inbraak woning,januari,0.11504543412170662,0.24562677742647832,0.468374968425999,0.015
5668,Bloemhof,1.1.1 Diefstal/inbraak woning,mei,-0.09792689203193211,0.2650928508413838,-0.36940600895542786,0.039
5675,Bloemhof,1.1.1 Diefstal/inbraak woning,december,0.17226158672209843,0.24325169330731075,0.708161922245995,0.0
5682,Terbregge,Geluidshinder overig,juli,0.04919525659284394,0.03291618035730266,1.494561521380462,0.002
5688,Terbregge,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.02616002737114316,0.035423550341466804,0.738492531634251,0.017
5714,Terbregge,Totaal registraties overlast,maart,-0.049746184080070394,0.10341503330648356,-0.4810343572838319,0.048
5718,Terbregge,Totaal registraties overlast,juli,0.05267317075863931,0.09423817012517101,0.5589366886971237,0.031
5736,Terbregge,Totaal misdrijven,januari,0.09681126451891862,0.4295658969736489,0.22536999608434316,0.046
5751,Terbregge,1.1.1 Diefstal/inbraak woning,april,-0.022994960813801677,0.03208586990471075,-0.7166693900490331,0.043
5768,Rotterdam Centrum (Gebied),Geluidshinder horeca,september,0.0700066460133201,0.1579091180314763,0.44333504541115576,0.028
5770,Rotterdam Centrum (Gebied),Geluidshinder horeca,november,-0.07055422680561724,0.16930512942748774,-0.4167282293466197,0.024
5777,Rotterdam Centrum (Gebied),Melding overlast jeugd,juni,0.28611854308605483,0.5444461415804094,0.5255222164960425,0.017
5806,Rotterdam Centrum (Gebied),3.6.4 Aantasting openbare orde,november,0.2473090878346717,0.3719614295810068,0.6648783130908256,0.02
5814,Rotterdam Centrum (Gebied),1.4.5 Mishandeling,juli,0.24274000103945256,1.4265335183592065,0.17016074134637305,0.016
5827,Rotterdam Centrum (Gebied),2.2.1 Vernieling cq. zaakbeschadiging,augustus,-0.2858884342013745,1.306085719990058,-0.2188894877462949,0.005
5896,Rotterdam Centrum (Gebied),1.4.3 Openlijk geweld (persoon),mei,0.19843265319393003,0.31444268033629785,0.6310614480887435,0.044
5917,Rotterdam Centrum (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.8744137305038306,3.2871709306637005,-0.26600798952894145,0.045
5924,Rotterdam Centrum (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",september,1.066373119320839,3.1265476994064323,0.34107047831807846,0.01
5927,Rotterdam Centrum (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",december,-1.132745921733686,3.297441918687747,-0.34352263047122145,0.008
5930,Rotterdam Centrum (Gebied),3.1.1 Drugshandel,maart,0.10586942097858204,0.36312153989745943,0.29155367926804376,0.021
5975,Rotterdam Centrum (Gebied),Overlast ivm alcohol/ drugs,december,-0.29749133872851585,1.0392317833363436,-0.28626081640175727,0.008
5995,Rotterdam Centrum (Gebied),1.2.4 Zakkenrollerij,augustus,-0.48556399021267393,2.210168423016031,-0.21969546988191324,0.017
6017,Rotterdam Centrum (Gebied),Totaal registraties overlast,juni,0.8062450837195164,7.142834037454498,0.11287467684281216,0.025
6023,Rotterdam Centrum (Gebied),Totaal registraties overlast,december,-0.7948969296369184,7.27641702013226,-0.10924290450060947,0.032
6027,Rotterdam Centrum (Gebied),3.9.1 Horizontale fraude,april,-0.17206937274684958,0.7841905848680617,-0.21942290058965697,0.033
6036,Rotterdam Centrum (Gebied),2.5.1 Diefstal/inbraak bedrijven enz.,januari,0.17259295233744815,0.5719491735937211,0.30176274449877605,0.014
6090,Rotterdam Centrum (Gebied),1.4.4 Bedreiging,juli,0.13642924765388423,0.7228188225925172,0.18874611920668682,0.011
6097,Rotterdam Centrum (Gebied),2.5.2 Winkeldiefstal,februari,0.3712933452192352,2.3624212087504644,0.15716644595127893,0.02
6106,Rotterdam Centrum (Gebied),2.5.2 Winkeldiefstal,november,0.40164455875013905,2.365648237561475,0.1697820294551302,0.009
6107,Rotterdam Centrum (Gebied),2.5.2 Winkeldiefstal,december,-0.3915607609202343,2.428942052468193,-0.1612062998877828,0.022
6120,Rotterdam Centrum (Gebied),1.1.1 Diefstal/inbraak woning,januari,0.1032490509183962,0.2984788791048622,0.3459174439010224,0.012
6132,Schieveen,Totaal misdrijven,januari,-0.0476688388069808,0.12684772443747933,-0.375795774172329,0.041
6138,Schieveen,Totaal misdrijven,juli,0.04865030367456434,0.118505121545377,0.41053334269553554,0.028
6139,Schieveen,Totaal misdrijven,augustus,0.052372644864302265,0.1185950970711816,0.44160885363471514,0.038
6143,Schieveen,Totaal misdrijven,december,-0.056174363682706285,0.12714210561819014,-0.44182344951403296,0.022
6150,Overschie,Melding overlast jeugd,juli,0.08097665763310183,0.07513701138466203,1.0777199697036641,0.013
6171,Overschie,1.4.5 Mishandeling,april,-0.028281180960882543,0.049493302173003725,-0.5714143069707844,0.032
6178,Overschie,1.4.5 Mishandeling,november,-0.036591650017678945,0.04992498335101224,-0.7329326433703667,0.013
6203,Overschie,1.2.2 Diefstal van motorvoertuigen,december,0.0237380384210195,0.03755228415962564,0.6321330100750959,0.042
6208,Overschie,1.2.5 Diefstal af/uit/van ov. voertuigen,mei,0.02382719118172303,0.026026181252294563,0.9155085392953044,0.035
6225,Overschie,1.2.1 Diefstal uit/vanaf motorvoertuigen,oktober,0.06919715434732118,0.17273832952364668,0.4005894611702181,0.029
6231,Overschie,"1.2.3 Diefstal van brom-, snor-, fietsen",april,-0.03681203518330976,0.08226658063785525,-0.44747253256288355,0.04
6235,Overschie,"1.2.3 Diefstal van brom-, snor-, fietsen",augustus,0.043719155231947235,0.0756356834777302,0.5780228752057182,0.015
6264,Overschie,3.9.1 Horizontale fraude,januari,0.14974439803991796,0.06434238188390308,2.3273057921621705,0.037
6291,Overschie,1.4.4 Bedreiging,april,-0.031607358510335005,0.04675887366185012,-0.675964924623986,0.007
6297,Overschie,1.4.4 Bedreiging,oktober,-0.02677462816506198,0.04612946687473937,-0.5804235335683847,0.031
6325,Waalhaven,Totaal registraties overlast,februari,-0.028166096047074915,0.03454764553207266,-0.8152826513438269,0.021
6349,Strand en Duin,Melding overlast jeugd,februari,-0.034561369294405994,0.041054875787912476,-0.8418334882548025,0.016
6354,Strand en Duin,Melding overlast jeugd,juli,0.032174036567807415,0.035274643784098725,0.9121009630807664,0.022
6355,Strand en Duin,Melding overlast jeugd,augustus,0.0392203972849134,0.03497315110218335,1.1214430512801261,0.005
6360,Strand en Duin,Geluidshinder overig,januari,-0.027053688802854546,0.03585134276179882,-0.7546074071089309,0.036
6361,Strand en Duin,Geluidshinder overig,februari,-0.026021697990552276,0.03576195773081201,-0.7276362828462363,0.049
6367,Strand en Duin,Geluidshinder overig,augustus,0.030156760801922082,0.031133561778723066,0.9686254665064202,0.027
6386,Strand en Duin,"1.2.3 Diefstal van brom-, snor-, fietsen",maart,-0.03586303452725915,0.04466068848620341,-0.8030112329848647,0.025
6388,Strand en Duin,"1.2.3 Diefstal van brom-, snor-, fietsen",mei,0.057245469871567825,0.03659617235717116,1.564247465906099,0.002
6389,Strand en Duin,"1.2.3 Diefstal van brom-, snor-, fietsen",juni,0.047399513084565435,0.0374489717639194,1.2657093333129374,0.002
6395,Strand en Duin,"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.03810307024990006,0.04455468315312585,-0.8551978726668791,0.023
6396,Strand en Duin,Totaal registraties overlast,januari,-0.06330205734183095,0.12130142321974245,-0.5218574989607228,0.021
6397,Strand en Duin,Totaal registraties overlast,februari,-0.08964070126820406,0.12351687059695961,-0.7257364992730846,0.001
6400,Strand en Duin,Totaal registraties overlast,mei,0.08776738288917768,0.10795325859237873,0.8130128171543112,0.0
6402,Strand en Duin,Totaal registraties overlast,juli,0.06056168435770052,0.11017795269693934,0.5496715347786896,0.026
6403,Strand en Duin,Totaal registraties overlast,augustus,0.09309846640677194,0.10840913093415876,0.8587696036721706,0.0
6412,Strand en Duin,Totaal misdrijven,mei,0.37162257835371637,0.4993556971712777,0.7442041423755916,0.0
6413,Strand en Duin,Totaal misdrijven,juni,0.2270903539966867,0.5121291491549631,0.44342399641066366,0.019
6414,Strand en Duin,Totaal misdrijven,juli,0.2811896056904879,0.50769830006338,0.5538517770403895,0.004
6415,Strand en Duin,Totaal misdrijven,augustus,0.22631658293504786,0.5130088467129623,0.44115532195037566,0.024
6418,Strand en Duin,Totaal misdrijven,november,-0.2481388899075217,0.5510568202448068,-0.45029637741764283,0.011
6421,Vreewijk,Melding overlast jeugd,februari,-0.10636216768029892,0.22223767148683726,-0.47859648172474023,0.028
6425,Vreewijk,Melding overlast jeugd,juni,0.12176368486588658,0.20247873937653776,0.6013652852680489,0.016
6432,Vreewijk,Geluidshinder overig,januari,-0.14611505548202453,0.47047093011574637,-0.31057191024762565,0.016
6437,Vreewijk,Geluidshinder overig,juni,0.181230101720781,0.4427086016025835,0.40936656993954235,0.008
6438,Vreewijk,Geluidshinder overig,juli,0.15423275637905878,0.4451650346763692,0.346461973346996,0.013
6439,Vreewijk,Geluidshinder overig,augustus,0.1477479310812644,0.44632298447648844,0.3310336599728654,0.021
6445,Vreewijk,1.4.5 Mishandeling,februari,-0.07230568837910328,0.2068780126066,-0.3495088118262236,0.007
6451,Vreewijk,1.4.5 Mishandeling,augustus,0.058857872650976105,0.19598083702644334,0.30032463144870913,0.047
6456,Vreewijk,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.11373841595735659,0.36426744914528275,0.3122387581548458,0.016
6467,Vreewijk,2.2.1 Vernieling cq. zaakbeschadiging,december,-0.10146284729154587,0.38210800858186844,-0.2655344693457451,0.039
6480,Vreewijk,1.2.2 Diefstal van motorvoertuigen,januari,-0.03292809005909773,0.062253603255578584,-0.5289346854978554,0.033
6507,Vreewijk,1.2.5 Diefstal af/uit/van ov. voertuigen,april,-0.03629450488268715,0.06356723215541439,-0.5709624857340235,0.017
6513,Vreewijk,1.2.5 Diefstal af/uit/van ov. voertuigen,oktober,0.03595595069454913,0.057592436402225014,0.6243172357466025,0.028
6548,Vreewijk,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.1351372143696949,0.2781961189636385,0.4857623998247005,0.007
6549,Vreewijk,"1.2.3 Diefstal van brom-, snor-, fietsen",oktober,0.09615366506356499,0.2812656897751447,0.3418606270122537,0.041
6557,Vreewijk,3.1.1 Drugshandel,juni,0.04097421236148173,0.05902578763851821,0.6941747666700064,0.006
6565,Vreewijk,Openbare dronkenschap,februari,-0.024220032840722494,0.04022988505747124,-0.602040816326531,0.028
6576,Vreewijk,Overlast ivm alcohol/ drugs,januari,-0.08128583392238412,0.18159172936176118,-0.44762960410189767,0.023
6581,Vreewijk,Overlast ivm alcohol/ drugs,juni,0.08224266575739475,0.1669180178304301,0.49271293073312217,0.027
6582,Vreewijk,Overlast ivm alcohol/ drugs,juli,0.0850252187624172,0.166575044155977,0.5104319148959768,0.023
6617,Vreewijk,Totaal registraties overlast,juni,0.421669006325647,1.277592302887171,0.33004973916384506,0.002
6618,Vreewijk,Totaal registraties overlast,juli,0.3531498648623491,1.2828388731504266,0.2752877795128512,0.007
6646,Vreewijk,2.5.1 Diefstal/inbraak bedrijven enz.,november,0.052196579838404096,0.047803420161595896,1.0919005305887621,0.018
6660,Vreewijk,Totaal misdrijven,januari,0.3400939259939681,3.5278464623162753,0.09640270052191346,0.043
6667,Vreewijk,Totaal misdrijven,augustus,-0.3588188250590917,3.586472533357961,-0.10004783857166055,0.041
6675,Vreewijk,1.4.4 Bedreiging,april,0.05801003204535866,0.19653542250009587,0.29516323982426296,0.029
6677,Vreewijk,1.4.4 Bedreiging,juni,-0.06684454824025612,0.20745496272998096,-0.32221233640604485,0.016
6684,Vreewijk,1.1.1 Diefstal/inbraak woning,januari,0.19711682319476903,0.32192364805996826,0.6123092366238652,0.004
6685,Vreewijk,1.1.1 Diefstal/inbraak woning,februari,0.18766945034325455,0.3230812013348167,0.5808739399503728,0.005
6689,Vreewijk,1.1.1 Diefstal/inbraak woning,juni,-0.12223400773489955,0.3512803406813994,-0.3479671179371865,0.046
6695,Vreewijk,1.1.1 Diefstal/inbraak woning,december,0.16041753156139518,0.3279948823886535,0.48908547106936373,0.018
6721,Rozenburg,1.4.5 Mishandeling,februari,-0.04055913496959103,0.08578976640711904,-0.47277357974278544,0.043
6768,Rozenburg,Overlast door verward persoon,januari,-0.04505386474666278,0.09933585666248397,-0.4535508753877613,0.049
6774,Rozenburg,Overlast door verward persoon,juli,0.06753696990688043,0.08932473319196113,0.7560836455200124,0.002
6775,Rozenburg,Overlast door verward persoon,augustus,0.04810444817088002,0.09159408341833257,0.5251916540413997,0.046
6786,Rozenburg,Totaal registraties overlast,juli,0.16996742868832546,0.5953968649712964,0.28546913611397584,0.008
6791,Rozenburg,Totaal registraties overlast,december,-0.1367007976574161,0.6211875176280072,-0.22006365836101394,0.049
6805,Rozenburg,Totaal misdrijven,februari,0.203010640329884,1.2107712272895808,0.16767051921471676,0.026
6811,Rozenburg,Totaal misdrijven,augustus,-0.20036708509085227,1.2441988407505646,-0.16104104788425988,0.04
6816,Rozenburg,1.4.4 Bedreiging,januari,0.0286732754095916,0.05343816154055499,0.5365692715276336,0.035
6840,Rozenburg,1.1.1 Diefstal/inbraak woning,januari,0.061588465194363506,0.10980283237532677,0.5609005146956731,0.048
6841,Rozenburg,1.1.1 Diefstal/inbraak woning,februari,0.06744658366599413,0.10942714126807568,0.6163606476821215,0.028
6845,Rozenburg,1.1.1 Diefstal/inbraak woning,juni,-0.06372898208150977,0.12131562436642805,-0.5253155346999611,0.036
6846,Rozenburg,1.1.1 Diefstal/inbraak woning,juli,-0.07055604722684522,0.12203864995041024,-0.5781450979301663,0.02
6851,Rozenburg,1.1.1 Diefstal/inbraak woning,december,0.08419771874536426,0.10914005658165843,0.7714648625123961,0.008
