,Wijken en buurten,Soort misdrijf,Maand,Teststat,Totaal gemiddelde,Percentage verschil,P
9258,Overschie (Gebied),Totaal registraties overlast,juli,0.32734355658150294,1.0860408435937758,0.30140998702986455,0.034
9264,Overschie (Gebied),3.9.1 Horizontale fraude,januari,0.1829795541678477,0.17482330759775044,1.0466542286733524,0.021
9297,Overschie (Gebied),Totaal misdrijven,oktober,0.4744935244379072,3.248087120723384,0.1460839893765633,0.009
9307,Overschie (Gebied),1.4.4 Bedreiging,augustus,0.07040278553070543,0.12637140801768168,0.5571100823760291,0.009
9352,Hillegersberg Noord,Geluidshinder overig,mei,0.07806496312337335,0.14991374287431208,0.5207325334330632,0.021
9354,Hillegersberg Noord,Geluidshinder overig,juli,0.1311252166598504,0.14518626790212077,0.9031516448115477,0.0
9357,Hillegersberg Noord,Geluidshinder overig,oktober,-0.07909837865343983,0.1629693463953753,-0.48535740249912707,0.019
9358,Hillegersberg Noord,Geluidshinder overig,november,-0.07681752977312858,0.16273039776932993,-0.4720539667211857,0.035
9365,Hillegersberg Noord,1.4.5 Mishandeling,juni,0.042755661321788443,0.06330494473881758,0.6753921277111763,0.003
9370,Hillegersberg Noord,1.4.5 Mishandeling,november,-0.036553050624240836,0.06988638395757413,-0.5230353690417159,0.028
9377,Hillegersberg Noord,2.2.1 Vernieling cq. zaakbeschadiging,juni,0.05859025346230958,0.10959700707408901,0.5345972032128743,0.017
9383,Hillegersberg Noord,2.2.1 Vernieling cq. zaakbeschadiging,december,-0.05279187075164086,0.11881559712482972,-0.4443176824350493,0.039
9422,Hillegersberg Noord,Overlast ivm alcohol/ drugs,maart,0.028638306794391777,0.030345179190160197,0.9437514477976159,0.019
9445,Hillegersberg Noord,Totaal registraties overlast,februari,-0.12349275369297616,0.4430292918057101,-0.27874624991417885,0.047
9449,Hillegersberg Noord,Totaal registraties overlast,juni,0.12669749296556865,0.4199997351554638,0.3016608877590634,0.044
9450,Hillegersberg Noord,Totaal registraties overlast,juli,0.1609799729377038,0.4166905026749298,0.3863298345037831,0.014
9485,Hillegersberg Noord,Totaal misdrijven,juni,0.2816711728636138,1.4226320843630302,0.19799298494644124,0.003
9516,Hillegersberg Noord,1.1.1 Diefstal/inbraak woning,januari,0.04891311932732474,0.08761342652207985,0.558283373553458,0.031
9517,Hillegersberg Noord,1.1.1 Diefstal/inbraak woning,februari,0.05595468831008317,0.08704115684093437,0.642853224163128,0.019
9527,Hillegersberg Noord,1.1.1 Diefstal/inbraak woning,december,0.048102211580149996,0.08824314358240945,0.5451099046038379,0.038
9529,Schiebroek,Melding overlast jeugd,februari,-0.1376792474174983,0.33565999258435303,-0.41017473175001284,0.024
9533,Schiebroek,Melding overlast jeugd,juni,0.11597551995066235,0.31228645767692975,0.3713754378380465,0.038
9534,Schiebroek,Melding overlast jeugd,juli,0.12540937053005657,0.31111849327203545,0.4030919834148248,0.033
9565,Schiebroek,2.2.1 Vernieling cq. zaakbeschadiging,februari,0.17683557104673164,0.3306451612903225,0.5348197758486519,0.047
9577,Schiebroek,1.2.2 Diefstal van motorvoertuigen,februari,-0.03614112247802459,0.06450685947348901,-0.5602678966703974,0.021
9585,Schiebroek,1.2.2 Diefstal van motorvoertuigen,oktober,-0.035168072153611646,0.06420033021812771,-0.5477864682957897,0.024
9636,Schiebroek,Overlast ivm alcohol/ drugs,januari,0.049089582377526836,0.11682742273388971,0.42018886686684365,0.049
9647,Schiebroek,Overlast ivm alcohol/ drugs,december,-0.062181807398715074,0.12492732620652533,-0.49774384265551597,0.017
9685,Schiebroek,3.9.1 Horizontale fraude,februari,0.055414489724834565,0.1422413793103448,0.38958065503520056,0.042
9703,Schiebroek,2.5.1 Diefstal/inbraak bedrijven enz.,augustus,-0.03658434227028962,0.07088158823420222,-0.516133218536386,0.041
9705,Schiebroek,2.5.1 Diefstal/inbraak bedrijven enz.,oktober,0.03813412723312612,0.06509167921848677,0.5858525650432997,0.034
9709,Schiebroek,Totaal misdrijven,februari,0.42559365554881423,2.8077956989247324,0.15157572031034827,0.005
9715,Schiebroek,Totaal misdrijven,augustus,-0.3832444868572973,2.875017033804577,-0.13330164042546255,0.009
9718,Schiebroek,Totaal misdrijven,november,0.3182916196586479,2.82227371977094,0.11277843726811909,0.037
9743,Schiebroek,2.5.2 Winkeldiefstal,december,0.10231677851255155,0.04929612471325484,2.075554196353297,0.041
9744,Schiebroek,1.1.1 Diefstal/inbraak woning,januari,0.0738818738469092,0.19752176291482437,0.3740442205285939,0.025
9747,Schiebroek,1.1.1 Diefstal/inbraak woning,april,-0.09123363132079713,0.21244575253291853,-0.4294443651287425,0.012
9752,Schiebroek,1.1.1 Diefstal/inbraak woning,september,-0.06881770814705558,0.2097752760155432,-0.3280544278342723,0.047
9759,Molenlaankwartier,Melding overlast jeugd,april,-0.04680135464244244,0.09225590009698786,-0.5072993119490522,0.047
9760,Molenlaankwartier,Melding overlast jeugd,mei,0.053352716660127184,0.0834961670602804,0.6389840221241412,0.036
9774,Molenlaankwartier,Geluidshinder overig,juli,0.04809312764128461,0.04574851458745439,1.051250036749241,0.017
9776,Molenlaankwartier,Geluidshinder overig,september,0.039893853931673724,0.046772812734992904,0.8529282632136272,0.038
9785,Molenlaankwartier,1.4.5 Mishandeling,juni,0.03281001007737611,0.027796050528684477,1.1803838838009528,0.003
9800,Molenlaankwartier,2.2.1 Vernieling cq. zaakbeschadiging,september,0.05813660671329171,0.08151351182496899,0.7132143544266174,0.019
9804,Molenlaankwartier,1.2.2 Diefstal van motorvoertuigen,januari,0.0281355569398318,0.03800975723801849,0.7402193274649433,0.036
9832,Molenlaankwartier,"1.2.3 Diefstal van brom-, snor-, fietsen",mei,-0.04207165256846895,0.08312737104354224,-0.5061107074639922,0.026
9836,Molenlaankwartier,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.04036135660162357,0.07630531006504311,0.5289455814702713,0.033
9854,Molenlaankwartier,Totaal registraties overlast,maart,-0.1054802844102377,0.23393699622459543,-0.4508918474313034,0.048
9858,Molenlaankwartier,Totaal registraties overlast,juli,0.13873210384653895,0.21196814194205932,0.6544950697565715,0.015
9880,Molenlaankwartier,Totaal misdrijven,mei,-0.18296939785899619,0.9532616746211349,-0.19194036929232017,0.014
9884,Molenlaankwartier,Totaal misdrijven,september,0.1757063580156369,0.9227724424053673,0.19041136247808588,0.034
9899,Molenlaankwartier,1.1.1 Diefstal/inbraak woning,december,0.06849246934179265,0.09681740621673883,0.7074396228759012,0.018
9900,Nieuwe Westen,Melding overlast jeugd,januari,-0.14827918386841615,0.27243089384117747,-0.5442818242003801,0.016
9901,Nieuwe Westen,Melding overlast jeugd,februari,-0.13964851451642332,0.2715702632554692,-0.5142260895665679,0.017
9904,Nieuwe Westen,Melding overlast jeugd,mei,0.14829798808417294,0.2462907381125902,0.6021257202793369,0.02
9905,Nieuwe Westen,Melding overlast jeugd,juni,0.13821654203568015,0.2470508419316484,0.5594659826090393,0.026
9906,Nieuwe Westen,Melding overlast jeugd,juli,0.1232121175936862,0.24823734545408063,0.4963480308263213,0.047
9918,Nieuwe Westen,Geluidshinder overig,juli,0.22364058786520524,0.5734142205077343,0.39001576847393293,0.003
9919,Nieuwe Westen,Geluidshinder overig,augustus,0.16390105589215712,0.5803687722486386,0.2824084680799115,0.035
9924,Nieuwe Westen,1.4.5 Mishandeling,januari,-0.08291209917080136,0.2452415884462028,-0.33808335566619974,0.003
9930,Nieuwe Westen,1.4.5 Mishandeling,juli,0.07177465996673642,0.23217151058190916,0.3091449927979628,0.017
9936,Nieuwe Westen,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.23459009468704148,0.34877034508329835,0.6726205309428279,0.0
9948,Nieuwe Westen,Overlast zwervers,januari,-0.05762695600973765,0.11336649826207187,-0.5083243894198807,0.019
9984,Nieuwe Westen,1.2.5 Diefstal af/uit/van ov. voertuigen,januari,-0.026438120360965676,0.055763633557446575,-0.4741104313751301,0.041
10021,Nieuwe Westen,"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.15581405987412658,0.46727845754542086,-0.33345012456299883,0.001
10022,Nieuwe Westen,"1.2.3 Diefstal van brom-, snor-, fietsen",maart,-0.11795858080523036,0.4639996365237053,-0.2542212784668937,0.016
10028,Nieuwe Westen,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.10805917849299382,0.44527415484033944,0.24268010464640644,0.046
10029,Nieuwe Westen,"1.2.3 Diefstal van brom-, snor-, fietsen",oktober,0.10969321948187354,0.44514549019554567,0.24642105086516097,0.042
10031,Nieuwe Westen,"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.12140686323111241,0.46334234710208005,-0.26202410375489593,0.02
10040,Nieuwe Westen,3.1.1 Drugshandel,september,0.03514613306604408,0.0611036864095818,0.5751884236649385,0.037
10061,Nieuwe Westen,Overlast ivm alcohol/ drugs,juni,0.0593031853076539,0.13169312372258174,0.45031345321095917,0.043
10062,Nieuwe Westen,Overlast ivm alcohol/ drugs,juli,0.05419291969266079,0.13200828872072787,0.4105266435754611,0.049
10065,Nieuwe Westen,Overlast ivm alcohol/ drugs,oktober,-0.05776173317886333,0.14163270092079883,-0.4078276612910443,0.047
10080,Nieuwe Westen,1.2.4 Zakkenrollerij,januari,-0.025142957345140812,0.043777431957785586,-0.5743360498940657,0.02
10085,Nieuwe Westen,1.2.4 Zakkenrollerij,juni,0.025209063512302746,0.039689556540655445,0.6351560891460248,0.019
10092,Nieuwe Westen,1.1.2 Diefstal/inbraak box/garage/schuur,januari,0.02277437395816053,0.024146447156208957,0.943177015269693,0.028
10095,Nieuwe Westen,1.1.2 Diefstal/inbraak box/garage/schuur,april,0.02448671426894356,0.023998134215904913,1.0203590849456474,0.008
10104,Nieuwe Westen,Totaal registraties overlast,januari,-0.28912465829658307,1.4807182218520485,-0.19525974221817333,0.037
10105,Nieuwe Westen,Totaal registraties overlast,februari,-0.370179167328778,1.4869484612532444,-0.24895225152375489,0.003
10109,Nieuwe Westen,Totaal registraties overlast,juni,0.35137088388833626,1.4212910805839725,0.24721950956307048,0.011
10110,Nieuwe Westen,Totaal registraties overlast,juli,0.4812679496516422,1.409249923743038,0.3415064578278426,0.001
10111,Nieuwe Westen,Totaal registraties overlast,augustus,0.3208861154912323,1.4294631171160648,0.22448016437011575,0.03
10138,Nieuwe Westen,2.5.1 Diefstal/inbraak bedrijven enz.,november,0.03546470331601957,0.05496603878138914,0.64521119044197,0.042
10146,Nieuwe Westen,3.1.3 Wapenhandel,juli,0.028316486647103036,0.030334539745858837,0.9334734228485766,0.024
10157,Nieuwe Westen,Totaal misdrijven,juni,0.39462383787352145,3.791258463609448,0.10408782246352621,0.034
10159,Nieuwe Westen,Totaal misdrijven,augustus,-0.46191142451802447,3.856648865492024,-0.11977015295611948,0.018
10168,Nieuwe Westen,1.4.4 Bedreiging,mei,0.05516738465273237,0.19703202883700374,0.2799919636333341,0.033
10171,Nieuwe Westen,1.4.4 Bedreiging,augustus,-0.061490812158220394,0.20665210248080104,-0.2975571572707961,0.033
10197,Nieuwe Westen,1.1.1 Diefstal/inbraak woning,oktober,-0.05994063407856512,0.17284385988501694,-0.34679064745742294,0.036
10215,Beverwaard,Geluidshinder overig,april,-0.10035668290769748,0.3518718344228489,-0.2852080589863226,0.041
10218,Beverwaard,Geluidshinder overig,juli,0.16098925702556174,0.3287257461766495,0.48973729285886214,0.001
10235,Beverwaard,1.4.5 Mishandeling,december,-0.057348187112740305,0.12616003038694923,-0.4545670045960354,0.017
10236,Beverwaard,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.08332147240776562,0.23484454538978736,0.35479415657481583,0.039
10291,Beverwaard,"1.2.3 Diefstal van brom-, snor-, fietsen",augustus,0.04473215162870335,0.07784849353258697,0.5746052312493204,0.032
10302,Beverwaard,Overlast ivm alcohol/ drugs,juli,0.0819532003826215,0.0565283721558893,1.4497711017861556,0.011
10314,Beverwaard,Overlast door verward persoon,juli,0.0576378385568314,0.12097810740267877,0.47643197429913786,0.044
10338,Beverwaard,Totaal registraties overlast,juli,0.3626471343544433,0.6661351967429602,0.5444047036211133,0.0
10367,Beverwaard,Totaal misdrijven,december,-0.22839313764415725,1.734002303468377,-0.13171443728034382,0.031
10377,Beverwaard,1.4.4 Bedreiging,oktober,0.06086650341377815,0.11977865787654442,0.5081581685154055,0.009
10378,Beverwaard,1.4.4 Bedreiging,november,-0.04790689285769798,0.12838080841417884,-0.37316241772790526,0.036
10379,Beverwaard,1.4.4 Bedreiging,december,-0.08174783806769081,0.13108276595484605,-0.6236352847166073,0.002
10383,Beverwaard,2.5.2 Winkeldiefstal,april,0.03287346068453429,0.030762902951829336,1.0686072356698526,0.005
10387,Beverwaard,2.5.2 Winkeldiefstal,augustus,-0.025978328926048625,0.035655748280887314,-0.7285873997482164,0.039
10402,Beverwaard,1.1.1 Diefstal/inbraak woning,november,0.08096841442178854,0.13051486683299815,0.6203769454509167,0.007
10421,Kralingseveer,Totaal registraties overlast,juni,0.0403814193043605,0.06264888372594249,0.6445672596659342,0.028
10427,Kralingseveer,Totaal registraties overlast,december,-0.04028638522520613,0.06931864328972223,-0.5811767702496182,0.036
10434,Kralingseveer,Totaal misdrijven,juli,-0.07634579007608427,0.20244549682095242,-0.37711774909770557,0.014
10440,Stadsdriehoek,Geluidshinder horeca,januari,-0.0349374512168541,0.06523696279938843,-0.5355468697138921,0.038
10445,Stadsdriehoek,Geluidshinder horeca,juni,0.03585722467897587,0.05938787121614781,0.6037802659817537,0.03
10457,Stadsdriehoek,Melding overlast jeugd,juni,0.14803266587528793,0.18841818860949308,0.7856601688390799,0.004
10458,Stadsdriehoek,Melding overlast jeugd,juli,0.09604708425260956,0.19279342034846234,0.49818652565533794,0.03
10486,Stadsdriehoek,3.6.4 Aantasting openbare orde,november,0.20704508813487926,0.13229650092831402,1.5650080439169618,0.015
10507,Stadsdriehoek,2.2.1 Vernieling cq. zaakbeschadiging,augustus,-0.1382429247649863,0.5701440980640092,-0.24247014962429025,0.021
10536,Stadsdriehoek,1.4.6 Straatroof,januari,0.04140499258518321,0.08078461563751732,0.512535614094749,0.015
10581,Stadsdriehoek,1.2.1 Diefstal uit/vanaf motorvoertuigen,oktober,0.19329696587761108,0.6550901308965825,0.2950692687326202,0.029
10585,Stadsdriehoek,"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.4285310736376156,1.3416573971078978,-0.3194042492229129,0.011
10592,Stadsdriehoek,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.38716406352216975,1.2739483974189205,0.303908748821053,0.026
10595,Stadsdriehoek,"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.4831487811152718,1.342214181813737,-0.3599639965526156,0.003
10599,Stadsdriehoek,3.1.1 Drugshandel,april,0.05296277182472571,0.12279480393285007,0.4313111803467533,0.042
10609,Stadsdriehoek,Openbare dronkenschap,februari,-0.12936921254496342,0.40041713014460495,-0.3230861089740181,0.03
10628,Stadsdriehoek,Overlast ivm alcohol/ drugs,september,0.11689376746106446,0.24602416287622067,0.4751312476566616,0.007
10631,Stadsdriehoek,Overlast ivm alcohol/ drugs,december,-0.10055040127342688,0.26245647608272743,-0.38311266985743175,0.015
10645,Stadsdriehoek,1.2.4 Zakkenrollerij,februari,0.23909311947270795,0.8398869113830185,0.28467299136618274,0.006
10651,Stadsdriehoek,1.2.4 Zakkenrollerij,augustus,-0.18726269539704224,0.87558060939596,-0.21387259309708762,0.046
10654,Stadsdriehoek,1.2.4 Zakkenrollerij,november,0.21686092988249708,0.8470446292470768,0.25602066572957427,0.025
10673,Stadsdriehoek,Totaal registraties overlast,juni,0.38671187801477436,2.5201365410572967,0.1534487801413067,0.038
10702,Stadsdriehoek,2.5.1 Diefstal/inbraak bedrijven enz.,november,0.09307220529782638,0.24571343458996425,0.378783542923248,0.034
10709,Stadsdriehoek,3.1.3 Wapenhandel,juni,0.06488101672406073,0.09480007433912156,0.6843983739080888,0.038
10726,Stadsdriehoek,Totaal misdrijven,november,1.065768961397438,9.567584590665792,0.11139373279617626,0.013
10750,Stadsdriehoek,2.5.2 Winkeldiefstal,november,0.18208815995523453,0.8124346320675578,0.22412653617662737,0.019
10772,Stadsdriehoek,1.1.1 Diefstal/inbraak woning,september,0.04925036018102389,0.10977699637321446,0.44864007768608394,0.029
10781,Spaanse Polder (Gebied),1.4.5 Mishandeling,juni,0.024798184727320545,0.029747269818133984,0.8336289306188205,0.043
10806,Spaanse Polder (Gebied),1.2.2 Diefstal van motorvoertuigen,juli,0.02408766453778151,0.03749591317482843,0.6424077318898829,0.037
10818,Spaanse Polder (Gebied),1.2.5 Diefstal af/uit/van ov. voertuigen,juli,-0.03963675990688764,0.06016461914442426,-0.6588051328263244,0.02
10833,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,oktober,0.11663751113139328,0.2382011985460261,0.4896596316195956,0.021
10900,Afrikaanderwijk,Melding overlast jeugd,mei,0.06240226748849836,0.1010848351845053,0.6173257083972932,0.023
10901,Afrikaanderwijk,Melding overlast jeugd,juni,0.05770670929252303,0.1014278088589584,0.5689436648756532,0.041
10916,Afrikaanderwijk,Geluidshinder overig,september,-0.08196976797103481,0.21246419505596373,-0.38580509035625377,0.048
10923,Afrikaanderwijk,1.4.5 Mishandeling,april,0.054823385639714124,0.10578267496634652,0.5182643155616504,0.008
10930,Afrikaanderwijk,1.4.5 Mishandeling,november,-0.04399535865609281,0.11399535865609287,-0.38593991171886477,0.035
10932,Afrikaanderwijk,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.0680380518085727,0.16801652903883355,0.40494856189325934,0.013
11017,Afrikaanderwijk,Overlast ivm alcohol/ drugs,februari,-0.06590267043548466,0.13503893214682977,-0.48802718880972595,0.037
11020,Afrikaanderwijk,Overlast ivm alcohol/ drugs,mei,0.07272282336673805,0.12277708674663144,0.5923159222437999,0.024
11023,Afrikaanderwijk,Overlast ivm alcohol/ drugs,augustus,0.07533751078430354,0.12338196965560701,0.6106038912702663,0.024
11037,Afrikaanderwijk,Overlast door verward persoon,oktober,0.10782056488396867,0.16314717705151519,0.6608791327717753,0.011
11040,Afrikaanderwijk,1.2.4 Zakkenrollerij,januari,-0.07162474111239023,0.16836733389224678,-0.42540758623777497,0.04
11042,Afrikaanderwijk,1.2.4 Zakkenrollerij,maart,0.06910822818008962,0.1566876898433035,0.44105716440903375,0.04
11047,Afrikaanderwijk,1.2.4 Zakkenrollerij,augustus,-0.10915787133807157,0.1710639461473723,-0.6381115003861282,0.002
11051,Afrikaanderwijk,1.2.4 Zakkenrollerij,december,-0.0764770515604776,0.1694096864285964,-0.4514325784595057,0.031
11076,Afrikaanderwijk,3.9.1 Horizontale fraude,januari,0.08413865686625646,0.10502670363531089,0.8011168012890801,0.044
11080,Afrikaanderwijk,3.9.1 Horizontale fraude,mei,0.09430567746153071,0.10363626981996049,0.9099678869700818,0.032
11135,Afrikaanderwijk,1.1.1 Diefstal/inbraak woning,december,0.058036341499448654,0.12004778067069506,0.483443685299348,0.013
11147,Dorp,Melding overlast jeugd,december,0.052081041409461876,0.08339168967645053,0.6245351498636122,0.025
11152,Dorp,Geluidshinder overig,mei,0.0652146014590637,0.16585852552827357,0.3931941469475244,0.027
11199,Dorp,"1.2.3 Diefstal van brom-, snor-, fietsen",april,-0.05476877079423971,0.13052634655181553,-0.41959935477469257,0.031
11204,Dorp,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.07943007521358468,0.11943922678071739,0.665025028665106,0.003
11205,Dorp,"1.2.3 Diefstal van brom-, snor-, fietsen",oktober,0.07705925681454048,0.11971493673384667,0.6436895755611567,0.003
11208,Dorp,Overlast ivm alcohol/ drugs,januari,-0.029289630497869545,0.03515473313716572,-0.833163215422177,0.015
11212,Dorp,Overlast ivm alcohol/ drugs,mei,0.02850185499105754,0.030149171401904325,0.9453611381590827,0.01
11256,Dorp,Totaal misdrijven,januari,0.2425288004941883,0.9949403506176355,0.24376215151353775,0.044
11293,Dorp,1.1.1 Diefstal/inbraak woning,februari,0.07587639464725116,0.06283833889506854,1.2074856843996846,0.0
11303,Dorp,1.1.1 Diefstal/inbraak woning,december,0.05421329175500478,0.0651415469546726,0.8322383223832246,0.017
11305,Botlek,Totaal misdrijven,februari,0.12042019592075208,0.48935854653318495,0.24607763933798177,0.031
11345,Bergpolder,1.4.5 Mishandeling,juni,-0.03057235810102983,0.054814782343454015,-0.5577392957518654,0.039
11348,Bergpolder,1.4.5 Mishandeling,september,0.03744859186460965,0.04921807480205698,0.7608707170123721,0.01
11350,Bergpolder,1.4.5 Mishandeling,november,-0.03129784688182912,0.05463118021516239,-0.5728934787526828,0.036
11353,Bergpolder,2.2.1 Vernieling cq. zaakbeschadiging,februari,0.10543147990311504,0.1042639970337412,1.011197373039478,0.016
11368,Bergpolder,1.2.2 Diefstal van motorvoertuigen,mei,0.0220297166362718,0.03662130975669005,0.6015545807246114,0.048
11383,Bergpolder,1.2.1 Diefstal uit/vanaf motorvoertuigen,augustus,-0.06601989140921287,0.15505024576214793,-0.42579675436625564,0.021
11388,Bergpolder,"1.2.3 Diefstal van brom-, snor-, fietsen",januari,-0.1574428994349596,0.31580067069595674,-0.49855150430171447,0.0
11404,Bergpolder,Overlast ivm alcohol/ drugs,mei,0.03188005463546294,0.03806672164473936,0.8374783343043308,0.012
11425,Bergpolder,Totaal registraties overlast,februari,-0.13266143077044074,0.6459955506117913,-0.20535966640142245,0.031
11439,Bergpolder,3.9.1 Horizontale fraude,april,-0.043145927180870215,0.09163077566571867,-0.47086720446711405,0.044
11445,Bergpolder,3.9.1 Horizontale fraude,oktober,0.05866071060731795,0.08327477326364978,0.704423540387157,0.012
11449,Bergpolder,2.5.1 Diefstal/inbraak bedrijven enz.,februari,0.02610307749351131,0.02562106043752317,1.0188133140376268,0.027
11460,Bergpolder,Totaal misdrijven,januari,-0.19709139988353486,1.404066162731442,-0.14037187499776882,0.029
11461,Bergpolder,Totaal misdrijven,februari,0.26255533092200267,1.364543937708565,0.1924125150289433,0.005
11474,Bergpolder,1.4.4 Bedreiging,maart,-0.02469496177687271,0.04522282101440934,-0.5460730052422904,0.034
11501,Kralingse Bos,2.2.1 Vernieling cq. zaakbeschadiging,juni,0.023599402049116282,0.03700665855694431,0.6377069146300389,0.039
11511,Kralingse Bos,1.2.1 Diefstal uit/vanaf motorvoertuigen,april,-0.06203933862922778,0.1499181265080157,-0.41382146425042676,0.032
11517,Kralingse Bos,1.2.1 Diefstal uit/vanaf motorvoertuigen,oktober,0.0636966502372509,0.13952915621436204,0.4565113985165379,0.049
11518,Kralingse Bos,1.2.1 Diefstal uit/vanaf motorvoertuigen,november,0.08153979424974976,0.13809546445808962,0.5904596111807578,0.013
11524,Kralingse Bos,"1.2.3 Diefstal van brom-, snor-, fietsen",mei,0.03184030339394536,0.02974327431866459,1.0705043114222579,0.003
11525,Kralingse Bos,"1.2.3 Diefstal van brom-, snor-, fietsen",juni,0.02413477199542176,0.030410682550032774,0.7936280928819781,0.027
11544,Kralingse Bos,Totaal registraties overlast,januari,-0.059876247861940776,0.11560525652476478,-0.5179370701808372,0.037
11545,Kralingse Bos,Totaal registraties overlast,februari,-0.07268365363471037,0.11662958843159066,-0.6232008070348557,0.007
11546,Kralingse Bos,Totaal registraties overlast,maart,-0.06504894255076449,0.11588334328783484,-0.5613312552537753,0.031
11549,Kralingse Bos,Totaal registraties overlast,juni,0.07316902691025279,0.10365679527152043,0.7058777643915439,0.012
11550,Kralingse Bos,Totaal registraties overlast,juli,0.14613969577914188,0.09725153016213962,1.5026981635712562,0.0
11555,Kralingse Bos,Totaal registraties overlast,december,-0.07600553019537078,0.11599572717481503,-0.6552442236154461,0.015
11561,Kralingse Bos,Totaal misdrijven,juni,0.44220662855460624,0.6467676409292571,0.6837179236723354,0.0
11597,Cool,Geluidshinder overig,juni,0.10847898745035414,0.2067597458223058,0.524662027508892,0.026
11632,Cool,2.2.1 Vernieling cq. zaakbeschadiging,mei,0.10225728631044884,0.3327413373005217,0.3073176514227123,0.019
11642,Cool,Overlast zwervers,maart,0.19461797374294737,0.525062672263106,0.37065665495532585,0.018
11667,Cool,1.4.6 Straatroof,april,-0.07135654658333114,0.12590200112878572,-0.5667626085652142,0.006
11673,Cool,1.4.6 Straatroof,oktober,0.06613079788830623,0.11451436340201636,0.5774891107427822,0.01
11759,Cool,Overlast ivm alcohol/ drugs,december,-0.0939165011954222,0.3248441604948835,-0.2891124810504373,0.03
11779,Cool,1.2.4 Zakkenrollerij,augustus,-0.19829548018276238,0.8290126324052906,-0.23919476306100373,0.028
11826,Cool,3.1.3 Wapenhandel,juli,0.1468860924405399,0.10238076972954806,1.4347039275887297,0.004
11857,Cool,2.5.2 Winkeldiefstal,februari,0.317000647665275,1.2395068594734893,0.25574739279775227,0.004
11859,Cool,2.5.2 Winkeldiefstal,april,-0.216899522300159,1.2865964919971289,-0.1685839528160653,0.048
11866,Cool,2.5.2 Winkeldiefstal,november,0.24602445035704212,1.2488193140028516,0.19700564172767132,0.034
11880,Cool,1.1.1 Diefstal/inbraak woning,januari,0.034898312683450505,0.060753829743319936,0.5744216098127983,0.027
11953,Hillegersberg-Schiebroek (Gebied),Melding overlast jeugd,februari,-0.23191503998986457,0.6142009640341117,-0.3775882057667763,0.035
11958,Hillegersberg-Schiebroek (Gebied),Melding overlast jeugd,juli,0.20623194812583898,0.5736917364851659,0.3594821661357006,0.04
11970,Hillegersberg-Schiebroek (Gebied),Geluidshinder overig,juli,0.3178085360494096,0.9352105788040348,0.33982564275077953,0.025
12039,Hillegersberg-Schiebroek (Gebied),1.2.5 Diefstal af/uit/van ov. voertuigen,april,0.04691082302556738,0.09551341939867505,0.49114379236869943,0.032
12072,Hillegersberg-Schiebroek (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",januari,-0.26229626896315933,0.9778387909572943,-0.2682408096189086,0.003
12077,Hillegersberg-Schiebroek (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",juni,0.21501859266760884,0.9364965588475427,0.2295989137773362,0.024
12080,Hillegersberg-Schiebroek (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.25495497869246475,0.9350450213075352,0.2726659924202841,0.009
12086,Hillegersberg-Schiebroek (Gebied),3.1.1 Drugshandel,maart,-0.030110075699044288,0.05943558889552518,-0.5066001070835058,0.049
12114,Hillegersberg-Schiebroek (Gebied),Overlast ivm alcohol/ drugs,juli,0.07471529419910761,0.19444867586864437,0.3842417227339716,0.021
12119,Hillegersberg-Schiebroek (Gebied),Overlast ivm alcohol/ drugs,december,-0.07335836001019541,0.20712363893676455,-0.3541766665879791,0.028
12131,Hillegersberg-Schiebroek (Gebied),Overlast door verward persoon,december,-0.17386546938827252,0.6287845944686878,-0.27651038355223356,0.037
12155,Hillegersberg-Schiebroek (Gebied),1.1.2 Diefstal/inbraak box/garage/schuur,december,-0.06443789803077901,0.11688449563866696,-0.5512955133928139,0.008
12161,Hillegersberg-Schiebroek (Gebied),Totaal registraties overlast,juni,0.5403876294521074,2.4763338118800116,0.21822083390358804,0.042
12162,Hillegersberg-Schiebroek (Gebied),Totaal registraties overlast,juli,0.7426043180286399,2.456524764790653,0.30229873057759526,0.013
12182,Hillegersberg-Schiebroek (Gebied),2.5.1 Diefstal/inbraak bedrijven enz.,maart,0.06203881298754435,0.1536876405274243,0.40366819852682956,0.047
12211,Hillegersberg-Schiebroek (Gebied),Totaal misdrijven,augustus,-0.7552718260696263,7.371139189159216,-0.10246337868377386,0.007
12222,Hillegersberg-Schiebroek (Gebied),1.4.4 Bedreiging,juli,-0.07289868276788611,0.28110982646290106,-0.25932456252114255,0.036
